Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Douglas,https://www.crunchbase.com/organization/douglas-b825,1001-5000,Active,https://www.douglasmanufacturing.com/,info@douglasmanufacturing.com,+1 205-884-1200,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Industrial Engineering, Industrial Manufacturing, Manufacturing, Mechanical Design",0,1,,Advertising; business,98186,USD,98186,,,"Pell City, Alabama, United States",$1M to $10M,1978-01-01,year,,https://www.linkedin.com/company/douglas-manufacturing-co-inc
Vanair Manufacturing,https://www.crunchbase.com/organization/vanair,101-250,Active,https://www.vanair.com/,info@vanair.com,+1-800-526-8817,,,,,,,,,"Design, Hardware, Information Technology, Manufacturing, Other, Transportation","Manufacturing, Mechanical Design, Supply Chain Management, Technical Support",13,38,Vehicles In General,Scientific and electric apparatus and instruments,436555,USD,436555,,,"Michigan City, Indiana, United States",$10M to $50M,1972-01-01,year,,https://www.linkedin.com/company/vanair/
MacDonald Miller Facility Solutions,https://www.crunchbase.com/organization/macdonald-miller-facility-solutions,501-1000,Active,https://macmiller.com/,,800-962-5979,,,,,,,,,"Design, Hardware",Mechanical Design,0,3,,Building; repairs,62633978,USD,62633978,,,"Seattle, Washington, United States",,1965-01-01,year,,https://www.linkedin.com/company/macdonald-miller/
MTI Motion,https://www.crunchbase.com/organization/mti-motion,501-1000,Active,https://mtimotion.com/,info@mtimotion.com,+1 262-764-5290,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Pleasant Prairie, Wisconsin, United States",$1M to $10M,1946-01-01,year,,https://www.linkedin.com/company/mtimotion
"Engineering & Inspection Services, L.L.C.",https://www.crunchbase.com/organization/engineering-inspection-services-l-l-c,51-100,Active,https://www.eisllc.net,info@eisllc.net,504-837-3310,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Lausanne, Vaud, Switzerland",$10M to $50M,2000-01-01,day,,https://www.linkedin.com/company/engineering-&-inspection-services-llc/
Semcon,https://www.crunchbase.com/organization/semcon-ab,1001-5000,Active,http://semcon.com/,,46-31-721-00-00,,,,,,,,,"Design, Hardware, Manufacturing, Professional Services","Business Development, Industrial, Mechanical Design",5,3,Vehicles In General,Scientific and technological services,13458243,USD,13458243,,,"Göteborg, Vastra Gotaland, Sweden",$100M to $500M,1980-01-01,day,,https://www.linkedin.com/company/semcon/
TEAL,https://www.crunchbase.com/organization/teal-fcf9,51-100,Active,https://www.tealsystems.com,info@tealsystems.com,+1 866 637 0100,,,,,,,,,"Design, Hardware, Information Technology, Science and Engineering, Software","Information Technology, Mechanical Design, Mechanical Engineering, Software",,,,,,,,,,"Missouri City, Texas, United States",,2004-01-01,year,,https://www.linkedin.com/company/tealsystems/
SCHERDEL,https://www.crunchbase.com/organization/scherdel,5001-10000,Active,https://www.scherdel.com/,info@scherdel.de,49 9231 603610,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering, Transportation","Automotive, Construction, Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",22,4,Engineering Elements And Units; General Measures For Producing And Maintaining Effective Functioning Of Machines Or Installations,Common metals and their alloys; ores,532220,USD,532220,,,"Marktredwitz, Bayern, Germany",$10M to $50M,1890-01-01,day,,https://www.linkedin.com/company/scherdel/
"Mechanical Contractors, Inc.",https://www.crunchbase.com/organization/mechanical-contractors-inc,101-250,Active,http://mcihvac.com,info@mcihvac.com,704.334.7960,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Construction, Mechanical Design, Mechanical Engineering",,,,,3419810,USD,3419810,,,"Charlotte, North Carolina, United States",$10M to $50M,1948-01-01,day,,https://www.linkedin.com/company/mechanical-contractors-inc
iNRCORE,https://www.crunchbase.com/organization/inrcore,251-500,Active,https://inrcore.com/,support@inrcore.com,1 -215-781-6400,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Aerospace, Manufacturing, Mechanical Design",0,4,,Scientific and electric apparatus and instruments,1572680,USD,1572680,,,"Bristol, Pennsylvania, United States",,1947-01-01,year,,https://www.linkedin.com/company/inrcore
Universal Machine & Engineering,https://www.crunchbase.com/organization/universal-machine-engineering,51-100,Active,http://www.umc-oscar.com,,+1 610 323 1810,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","Industrial Automation, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Robotics",,,,,166893,USD,166893,,,"Stowe, Vermont, United States",$10M to $50M,1945-01-01,year,,https://www.linkedin.com/company/universal-machine-company
EGM,https://www.crunchbase.com/organization/egm-22e9,101-250,Active,https://www.egm-llc.com,email_us@egm-llc.com,+1-251-662-1250,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing, Science and Engineering","Chemical, Industrial Automation, Machinery Manufacturing, Manufacturing, Mechanical Design, Retail",,,,,183071,USD,183071,,,"Mobile, Alabama, United States",$10M to $50M,2000-01-01,year,,https://www.linkedin.com/company/egmllc/
Gypsum Technologies,https://www.crunchbase.com/organization/gypsum-technologies,101-250,Active,http://www.gypsumtechnologies.com/,info@gyptech.ca,+119055672000,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate","Construction, Hardware, Manufacturing, Mechanical Design",3,6,Cements; Concrete; Artificial Stone; Ceramics,Machines and machine tools,510004,USD,510004,,,"Burlington, Ontario, Canada",$10M to $50M,1993-01-01,year,Wynnchurch Capital,https://www.linkedin.com/company/gypsum-technologies
Michigan Scientific Corporation,https://www.crunchbase.com/organization/michigan-scientific-corporation,101-250,Active,https://www.michsci.com/,,+1 248 6853939,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,1695085,USD,1695085,,,"Charlevoix, Michigan, United States",$10M to $50M,1965-01-01,year,,https://www.linkedin.com/company/michigan-scientific-corp/
iT8,https://www.crunchbase.com/organization/it8,101-250,Active,https://www.it8-e.com,info@it8-e.com,34 96 179 50 55,,,,,,,,,"Design, Hardware, Science and Engineering, Software, Sustainability, Transportation","Automotive, CAD, Mechanical Design, Software Engineering, Sustainability",0,2,,Building; repairs,552847,USD,552847,,,"Almusafes, Comunidad Valenciana, Spain",$1M to $10M,2004-01-01,year,,https://www.linkedin.com/company/it8
Chardam Gear Company,https://www.crunchbase.com/organization/chardam-gear-company,101-250,Active,https://www.chardam.com/,,+1-586-795-8900,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Advanced Materials, Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,373229,USD,373229,,,"Sterling Heights, Michigan, United States",$10M to $50M,1946-01-01,year,,https://www.linkedin.com/company/chardam-gear-company/
ItalDesign,https://www.crunchbase.com/organization/italdesign,501-1000,Active,http://www.italdesign.it,management@italdesign.com,+34 93 480 92 33 / +64 22 108 1584,,,,,,,,,"Design, Hardware, Science and Engineering, Transportation","Automotive, Mechanical Design, Mechanical Engineering, Transportation",,,,,8241408,USD,8241408,,,"Moncalieri, Piemonte, Italy",$100M to $500M,1968-01-01,year,,https://www.linkedin.com/company/italdesign-official
Civicon,https://www.crunchbase.com/organization/civicon,1001-5000,Closed,http://civiconkenya.com,info@civiconkenya.com,254 736 605560,,,,,,,,,"Design, Hardware, Manufacturing, Professional Services, Real Estate, Science and Engineering","Construction, Consulting, Industrial Engineering, Mechanical Design",,,,,,,,,,"Mombasa, Coast, Kenya",,1975-01-01,year,TransCentury,http://www.linkedin.com/company/civicon-limited
Samsung HVAC,https://www.crunchbase.com/organization/samsung-hvac,51-100,Active,https://www.samsunghvac.com/,,888-699-6067,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Heating, Ventilation, and Air Conditioning (HVAC), Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,168509,USD,168509,,,"Roanoke, Texas, United States",$10M to $50M,1998-01-01,day,,https://www.linkedin.com/company/samsung-hvac/
UMA Central America Group,https://www.crunchbase.com/organization/grupo-uma-centroamerica,501-1000,Active,https://www.grupouma.com,servicioalcliente@grupouma.com,+502 2226 7777,,,,,,,,,"Design, Hardware, Transportation","Automotive, Autonomous Vehicles, Mechanical Design, Recreational Vehicles",,,,,,,,,,"Ciudad De Guatemala, Guatemala, Guatemala",$1M to $10M,2013-01-01,year,,https://www.linkedin.com/company/grupo-uma-centroamerica
Cummings Aerospace,https://www.crunchbase.com/organization/cummings-aerospace,101-250,Active,https://www.cummingsaerospace.com/,,+1 256-704-6300,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","Aerospace, Manufacturing, Mechanical Design, Software Engineering",1,0,Computing; Calculating,Vehicles,1152971,USD,1152971,,,"Huntsville, Alabama, United States",$10M to $50M,2009-01-01,year,,https://www.linkedin.com/company/cummings-aerospace/
Kinetics Mechanical Service,https://www.crunchbase.com/organization/kinetics-mechanical-service,51-100,Active,https://www.kms-inc.com/,rdorotinsky@kms-inc.com,+1 925-245-6200,,,,,,,,,"Design, Hardware, Other, Real Estate, Science and Engineering","Building Maintenance, Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design, Mechanical Engineering, Service Industry",,,,,,,,,,"Livermore, California, United States",$10M to $50M,1997-01-01,year,,https://www.linkedin.com/company/kinetics-mechanical-service
Pepper motion,https://www.crunchbase.com/organization/pepper-motion,51-100,Active,https://www.peppermotion.com/,contact@peppermotion.com,+49 8466-904-1230,,,,,,,,,"Design, Hardware, Science and Engineering, Sustainability, Transportation","Automotive, Electric Vehicle, Mechanical Design, Mechanical Engineering, Sustainability",2,6,Electric Communication Technique,Scientific and electric apparatus and instruments,389008,USD,389008,,,"Denkendorf, Baden-Wurttemberg, Germany",,2019-01-01,year,,https://www.linkedin.com/company/peppermotion/
Norfolk Iron & Metal,https://www.crunchbase.com/organization/norfolk-iron-and-metal,501-1000,Active,https://www.norfolkiron.com/,cpospisil@norfolkiron.com,+1 402-371-1810,,,,,,,,,"Design, Hardware, Manufacturing, Natural Resources","Machinery Manufacturing, Manufacturing, Mechanical Design, Mining",0,3,,Advertising; business,30208000,USD,30208000,,,"Norfolk, Nebraska, United States",$100M to $500M,1908-01-01,year,,https://www.linkedin.com/company/norfolk-iron-and-metal-co.
"D & D Tooling and Manufacturing, Inc.",https://www.crunchbase.com/organization/d-d-tooling-and-manufacturing-inc,101-250,Active,https://www.ddmfg.com,info@ddmfg.com,+1 630 759 0015,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Design, Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Bolingbrook, Illinois, United States",$10M to $50M,1987-01-01,year,,https://www.linkedin.com/company/d&d-manufacturing-inc./
TARUS,https://www.crunchbase.com/organization/tarus,51-100,Active,https://tarus.com/,sales@tarus.com,+1-586-977-1400,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","Enterprise Resource Planning (ERP), Industrial Engineering, Machinery Manufacturing, Manufacturing, Mechanical Design, Software",0,1,,Scientific and technological services,152641,USD,152641,,,"Sterling Heights, Michigan, United States",$10M to $50M,1969-01-01,year,,https://www.linkedin.com/company/tarus
Eberhard Manufacturing,https://www.crunchbase.com/organization/eberhard-manufacturing,101-250,Active,https://www.eberhard.com,sales@eberhard.com,+1 440 238 9720,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing, Science and Engineering, Transportation","Automotive, Manufacturing, Mechanical Design, Mechanical Engineering, Wholesale",,,,,1000868,USD,1000868,,,"Strongsville, Ohio, United States",$10M to $50M,1879-01-01,year,,https://www.linkedin.com/company/eberhard-manufacturing/
MX Electronics Manufacturing,https://www.crunchbase.com/organization/mx-electronics-manufacturing,251-500,Active,https://www.mx-emi.com,sales@mx-emi.com,+1 714 258 0200,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Sales and Marketing","Electronics, Manufacturing, Mechanical Design, Sales",,,,,215760,USD,215760,,,"Santa Ana, California, United States",$10M to $50M,1994-01-01,year,,http://www.linkedin.com/company/217614
ACS Industries,https://www.crunchbase.com/organization/acs-industries-d518,51-100,Active,https://www.acs-coupler.com,,+1 330 678 2511,,,,,,,,,"Design, Hardware, Manufacturing, Sales and Marketing","Manufacturing, Mechanical Design, Product Design, Sales",,,,,255130,USD,255130,,,"Kent, Washington, United States",$10M to $50M,1968-01-01,year,,https://www.linkedin.com/company/acs-industries-inc.
Pyramid Precision Machine,https://www.crunchbase.com/organization/pyramid-precision-machine,51-100,Active,http://www.pyramidprecision.com,quote@pyramidprecision.com,+1 858 642 0713,,,,,,,,,"Design, Hardware, Manufacturing, Software","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design, Productivity Tools",,,,,463749,USD,463749,,,"San Diego, California, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/pyramid-precision-machine-inc./
PENCOM,https://www.crunchbase.com/organization/pencom,501-1000,Active,https://www.pencomsf.com,sales@pencomsf.com,+1 650 593 3288,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"San Carlos, California, United States",$10M to $50M,1982-01-01,year,,https://www.linkedin.com/company/pencomsf/
KEY DH Technologies,https://www.crunchbase.com/organization/key-dh-technologies-inc,51-100,Active,https://keydht.com,,,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Sustainability","GreenTech, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,280745,USD,280745,,,"Collingwood, Ontario, Canada",,2004-01-01,year,ABB Technology Ventures,https://www.linkedin.com/company/key-dh-technologies-inc
Total Comfort Group,https://www.crunchbase.com/organization/total-comfort-group,51-100,Active,https://total-cg.com,info@total-cg.com,+1 877 558 5590,,,,,,,,,"Design, Energy, Hardware, Other, Real Estate","Commercial, Electrical Distribution, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design",,,,,1143818,USD,1143818,,,"Eatontown, New Jersey, United States",$10M to $50M,2008-01-01,year,,https://www.linkedin.com/company/totalcomfortgroup/
Testlink,https://www.crunchbase.com/organization/testlink,101-250,Active,https://www.testlink.co.uk/,sales@testlink.co.uk,1202 621100,,,,,,,,,"Design, Financial Services, Hardware, Manufacturing, Science and Engineering","Financial Services, FinTech, Industrial Engineering, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Poole, Dorset, United Kingdom",,1991-04-05,day,,https://www.linkedin.com/company/testlink-services-ltd/
RPWORLD,https://www.crunchbase.com/organization/rpworld,101-250,Active,http://www.rpworld.com/,info@rpworld.com,+861084799100,,,,,,,,,"Design, Hardware, Health Care, Manufacturing, Science and Engineering, Software, Transportation","3D Printing, Automotive, Hardware, Industrial Automation, Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering, Medical Device, Robotics",,,,,,,,,,"Shunyi, Beijing, China",$10M to $50M,2003-01-01,year,,https://www.linkedin.com/company/rpworld-ch/
Kurt Manufacturing,https://www.crunchbase.com/organization/kurt-manufacturing-752c,501-1000,Active,https://www.kurt.com/,info@kurt.com,+1-763-572-1500,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",12,24,Hand Tools; Portable Power-Driven Tools; Manipulators,Machines and machine tools,2079792,USD,2079792,,,"Minneapolis, Minnesota, United States",$100M to $500M,1946-01-01,year,,https://www.linkedin.com/company/kurt-manufacturing/
